Contact ID;Master;Recent Conversion;Original Source Drill-Down 2;Original Source Drill-Down 1;Original Source;IP Country;Momento
5608101;Full Stack Development;Facebook Lead Ads: Full Stack Form Abril;st-testing-fullstack-intereses;Facebook;Paid Social;spain;Contactado Efectivo
5604901;Full Stack Development;Facebook Lead Ads: Testing Full Stack Development-final;st-testing-fullstack-intereses;Facebook;Paid Social;spain;Entrevistado
5598151;;;BCC_TO_CRM;SALES;Offline Sources;spain;
5592551;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;;
5591801;Digital Traffic Management;Meetings Link: joel-orteu;;;Offline Sources;spain;
5591551;;;SIDEKICK;SALES;Offline Sources;;
5590101;Data Science;Augmented Analytics Inteligencia Artificial aplicada al Negocio | Nuclio Digital School: Augmented Analytics - Form Landing;GOOGLE;Unknown keywords (SSL);Organic Search;spain;Contactado Efectivo
5587901;Digital Product Management;Máster Digital Product Management - Máster Intensivo | Nuclio Digital School: Digital Project Management - WEB;product management;st-product-search-long;Paid Search;spain;Contactado Efectivo
5587601;Full Stack Development;Solicita información | Nuclio Digital School: Solicitar información Digital School;programacion;st-search-fullstack;Paid Search;spain;
5582651;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;spain;Concertado
5560051;Executive Chief Digital Oficer;Executive Program en Chief Digital Officer | Nuclio Digital School: Digital Transformation Landing Form;GOOGLE;Unknown keywords (SSL);Organic Search;france;Contactado Efectivo
5552651;Full Stack Development;Máster Full Stack Developer | Nuclio Digital School: Descarga Catalogo Fullstack;;nuclio.school/full-stack-developer-curso-intensivo;Direct Traffic;spain;Trámites e-mail
5552151; ------ CURSOS ------;Solicita información | Nuclio Digital School: Solicitar información Digital School;;nuclio.school/solicita-informacion;Direct Traffic;spain;
5551601;Iniciación Product Management - Curso;;CRM_UI;CONTACTS;Offline Sources;;
5545551;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;
5542651;Full Stack Development;Máster Full Stack Developer | Nuclio Digital School: Descarga Catalogo Fullstack;st-testing-fullstack-intereses;Facebook;Paid Social;spain;Contactado Efectivo
5531601;Executive Chief Digital Oficer;Facebook Lead Ads: Testing Business Innovation-copy;st-testing-innovation-intereses;Facebook;Paid Social;;
5530351;Data Science;Augmented Analytics Inteligencia Artificial aplicada al Negocio | Nuclio Digital School: Augmented Analytics - Form Landing;curso de big data;augmentes analytics - search;Paid Search;spain;Contactado Efectivo
5521601;Digital Product Management;Máster Digital Product Management - Máster Intensivo | Nuclio Digital School: Descarga Catalogo Digital Product Manager;master product manager;st-product-search-long;Paid Search;spain;Entrevistado
5511601;Full Stack Development;Solicita información | Nuclio Digital School: Solicitar información Digital School;;nuclio.school/programas-formativos;Direct Traffic;spain;Entrevistado
5511401;Full Stack Development;Máster Full Stack Developer | Nuclio Digital School: Descarga Catalogo Fullstack;GOOGLE;Unknown keywords (SSL);Organic Search;spain;
5511301;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Contactado Efectivo
5503001;Digital Product Management;Registro de Matrícula programas Nuclio School | Nuclio Digital School: Formulario Matriculación Máster;;nuclio.school/fundamentos-en-marketing-digital;Direct Traffic;spain;Matrícula enviada
5496151;Data Science;EVENTO | El dato como activo de negocio - Nuclio digital School: Evento el dato como activo de negocio;que es big data;augmentes analytics - search;Paid Search;spain;Contactado Efectivo
5496051;;La necesidad de la Cyberseguridad en la Transformación Digital | Nuclio Digital School: Evento Cyberseguridad 11/06/2019 ;;LinkedIn;Social Media;spain;
5488401;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;spain;Contactado Efectivo
5479701;Full Stack Development;Máster Full Stack Developer | Nuclio Digital School: Descarga Catalogo Fullstack;;nuclio.school/full-stack-developer-curso-intensivo;Direct Traffic;spain;Trámites e-mail
7345051;Data Science;Curso Design Sprint Master Facilitator | Nuclio Digital School: Curso Design Sprint Master Facilitator;GOOGLE;Unknown keywords (SSL);Organic Search;spain;Contactado Efectivo
5458051;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;
5454701;Full Stack Development;Máster Full Stack Developer | Nuclio Digital School: Descarga Catalogo Fullstack;bootcamps;st-search-fullstack;Paid Search;spain;
5369251;Digital Traffic Management;Meetings Link: joel-orteu;master of science;augmentes analytics - search;Paid Search;turkey;
4830901;Executive Chief Digital Oficer;;video corporativo;Facebook;Paid Social;spain;
5437651;Full Stack Development;Facebook Lead Ads: Testing Full Stack Development-final;st-testing-fullstack-intereses;Facebook;Paid Social;spain;Contactado Efectivo
5427151;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;
5418351;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Trámites e-mail
5417401;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Trámites e-mail
5414601;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;
5406751;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;;Contactado Efectivo
5401301;Digital Product Management;Facebook Lead Ads: DPM - Diciembre;st-testing-salesb2b-intereses;Facebook;Paid Social;spain;Contactado Efectivo
5397851;Digital Product Management;Máster Digital Product Management - Máster Intensivo | Nuclio Digital School: Descarga Catalogo Digital Product Manager;c1d25565-f664-4089-9f0a-1734cc1b3a65;st-product-display-landing;Paid Search;united states;Trámites e-mail
5384001;Digital Product Management;Máster Digital Product Management - Máster Intensivo | Nuclio Digital School: Digital Project Management - WEB;;LinkedIn;Social Media;peru;
5580401;Digital Product Management;Meetings Link: albert-cobacho;master agile;digital product management - search;Paid Search;spain;Entrevistado
5372851;Data Science;Facebook Lead Ads: Leads Augmented Analytics;st-testing-augmented-intereses;Facebook;Paid Social;;Contactado Efectivo
5370601;Full Stack Development;Facebook Lead Ads: Testing Full Stack Development-final;st-testing-fullstack-intereses;Facebook;Paid Social;spain;
5370251;;;SIDEKICK;SALES;Offline Sources;spain;
5367501;;;EMAIL_INTEGRATION;SALES;Offline Sources;;
5364951;;La necesidad de la Cyberseguridad en la Transformación Digital | Nuclio Digital School: Evento Cyberseguridad 11/06/2019 ;73368971;venta másters;Email Marketing;spain;
5365251;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;Entrevistado
5362951;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;
5361951;Dirección de Ventas B2B;Máster en Dirección de Ventas B2B, para tecnológicas y SaaS. | Nuclio Digital School: Descarga Catalogo b2b;website visits - may 20, 2019;LinkedIn;Paid Social;spain;Contactado Efectivo
5358601;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;;Contactado Efectivo
5356151;Full Stack Development;Facebook Lead Ads: Full Stack Form Febrero;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;
5354001;Dirección de Ventas B2B;Máster en Dirección de Ventas B2B, para tecnológicas y SaaS. | Nuclio Digital School: Sales Operation - Form Landing;;nuclio.school/sales-operations-y-direccion-de-ventas-de-empresas-b2b-tecnologicas-y-saas;Direct Traffic;spain;Contactado Efectivo
5344351;;La necesidad de la Cyberseguridad en la Transformación Digital | Nuclio Digital School: Evento Cyberseguridad 11/06/2019 ;73368971;venta másters;Email Marketing;spain;
5617501;Digital Traffic Management;Facebook Lead Ads: v2 - Leads Digital Marketing - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;mexico;Concertado
5328001;;Cómo captar los clientes que tu marca necesita | Nuclio Digital School: Evento Findthatlead 31/07/2019  ;GOOGLE;Unknown keywords (SSL);Organic Search;spain;
5313851;;;BCC_TO_CRM;SALES;Offline Sources;spain;
5312701;Full Stack Development;Facebook Lead Ads: Leads Full Stack Development-Octubre;curso desarrollo web;st-search-fullstack;Paid Search;spain;Concertado
5257201;Digital Product Management;Open Day - Full Stack Development | Nuclio Digital School: Evento OpenDay 09/09/2019  (FULLSTACK);;nuclio.school/;Direct Traffic;spain;Contactado Efectivo
5310001;Data Science;Augmented Analytics Inteligencia Artificial aplicada al Negocio | Nuclio Digital School: Augmented Analytics - Form Landing;curso big data;augmentes analytics - search;Paid Search;spain;Contactado Efectivo
5309801;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;
5307751;Digital Product Management;Máster Digital Product Management - Máster Intensivo | Nuclio Digital School: Digital Project Management - WEB;c1d25565-f664-4089-9f0a-1734cc1b3a65;st-product-display-landing;Paid Search;egypt;Trámites e-mail
5306451;Digital Traffic Management;Facebook Lead Ads: v2 - Leads Digital Marketing - Enero 2019-copy;campaña traffic management marzo 2019;Facebook;Paid Social;spain;
5303251; ------ MÁSTERS ------;Digital Business School - Barcelona - Escuela de negocios digitales en Barcelona | Nuclio Digital School: LATAM Students - Form;latam - market test;Facebook;Paid Social;mexico;
5302901; ------ CURSOS ------;;addMessageUser;CONVERSATIONS;Offline Sources;spain;Trámites e-mail
5300901;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;
5299601;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Contactado Efectivo
5298801;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;
5295451;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Contactado Efectivo
5293801;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;
4902501;Data Science;EVENTO ONLINE | Crea un motor de recomendación usando Machine Learning - Nuclio digital School: 9/06/2020 Evento Online CaixaBank;;nuclio.school/master-augmented-analytics-inteligencia-artificial-aplicada-al-negocio;Direct Traffic;spain;Contactado Efectivo
5287651;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;
5286601;Digital Product Management;Product Manager: ¿Cómo consigue el éxito del producto? - Nuclio digital School: Evento éxito del product manager;www.coursereport.com/schools/nuclio-school;coursereport.com;Referrals;spain;Contactado Efectivo
5281501;Full Stack Development;Facebook Lead Ads: Testing Full Stack Development-final;;Facebook;Social Media;spain;Contactado Efectivo
5279801;;La necesidad de la Cyberseguridad en la Transformación Digital | Nuclio Digital School: Evento Cyberseguridad 11/06/2019 ;;nuclio.school/events/la-necesidad-de-la-cyberseguridad-en-la-transformacion-digital;Direct Traffic;spain;
5278601;;La necesidad de la Cyberseguridad en la Transformación Digital | Nuclio Digital School: Evento Cyberseguridad 11/06/2019 ;;nuclio.school/events/la-necesidad-de-la-cyberseguridad-en-la-transformacion-digital;Direct Traffic;spain;
5272001;Data Science;Augmented Analytics Inteligencia Artificial aplicada al Negocio | Nuclio Digital School: Augmented Analytics - Form Landing;;LinkedIn;Social Media;spain;
5270351;;La necesidad de la Cyberseguridad en la Transformación Digital | Nuclio Digital School: Evento Cyberseguridad 11/06/2019 ;73368971;venta másters;Email Marketing;spain;
5267751;;La necesidad de la Cyberseguridad en la Transformación Digital | Nuclio Digital School: Evento Cyberseguridad 11/06/2019 ;;nuclio.school/events/la-necesidad-de-la-cyberseguridad-en-la-transformacion-digital;Direct Traffic;spain;
5264801;;La necesidad de la Cyberseguridad en la Transformación Digital | Nuclio Digital School: Evento Cyberseguridad 11/06/2019 ;;nuclio.school/events/la-necesidad-de-la-cyberseguridad-en-la-transformacion-digital;Direct Traffic;spain;
5264151;Full Stack Development;Facebook Lead Ads: Testing Full Stack Development-final;st-testing-fullstack-intereses;Facebook;Paid Social;spain;
5262551;Digital Traffic Management;Las personas en el centro de la estrategia de Inbound Marketing - Jordi Esquerigüela - Nuclio digital School: 24/04/2020 Digital Weeks - Jordi Esquerigüela ;;nuclio.school/programas-formativos;Direct Traffic;spain;Matriculado
5261851;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;
5260451;;La necesidad de la Cyberseguridad en la Transformación Digital | Nuclio Digital School: Evento Cyberseguridad 11/06/2019 ;73368971;venta másters;Email Marketing;spain;
5257651;Data Science;Máster en Advanced Business Analytics | Nuclio Digital School: Augmented Analytics - Form Landing;73368971;venta másters;Email Marketing;spain;Contactado Efectivo
5255001;;La necesidad de la Cyberseguridad en la Transformación Digital | Nuclio Digital School: Evento Cyberseguridad 11/06/2019 ;;nuclio.school/events/la-necesidad-de-la-cyberseguridad-en-la-transformacion-digital;Direct Traffic;spain;
5249851;Full Stack Development;Máster Full Stack Developer | Nuclio Digital School: Descarga Catalogo Fullstack;programacion;st-search-fullstack;Paid Search;spain;Matrícula enviada
5248601;Digital Traffic Management;Facebook Lead Ads: v2 - Leads Digital Marketing - Enero 2019-copy;campaña traffic management marzo 2019;Facebook;Paid Social;;Trámites e-mail
5237451;;Digital Business School - Barcelona - Escuela de negocios digitales en Barcelona | Nuclio Digital School: LATAM Students - Form;latam - market test;Facebook;Paid Social;mexico;
5233651;Digital Traffic Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Concertado
5224101;Data Science;It’s the consumer, stupid? - Enric Jove ( CEO Mccann Barcelona) - Nuclio digital School: 30/03/2020 Digital Weeks - Enric Jove;;nuclio.school/master-augmented-analytics-inteligencia-artificial-aplicada-al-negocio;Direct Traffic;spain;Contactado Efectivo
5223251;Digital Traffic Management;Facebook Lead Ads: v2 - Leads Digital Marketing - Enero 2019-copy;campaña traffic management marzo 2019;Facebook;Paid Social;spain;
5218801;Digital Traffic Management;Descarga catalogo traffic management | Nuclio Digital School: Descarga Catalogo Digital Traffic manager;;nuclio.school/descarga-catalogo-traffic-management;Direct Traffic;spain;Contactado Efectivo
5213651;Data Science;Solicita información | Nuclio Digital School: Solicitar información Digital School;big data barcelona;augmentes analytics - search;Paid Search;united states;
5212801;;;SIDEKICK;SALES;Offline Sources;spain;
5201001;Digital Product Management;;;;Offline Sources;;
5199401;Digital Traffic Management;;SIDEKICK;SALES;Offline Sources;spain;Contactado Efectivo
5188201;Digital Traffic Management;Digital Business School - Barcelona - Escuela de negocios digitales en Barcelona | Nuclio Digital School: LATAM Students - Form;latam - market test;Facebook;Paid Social;united states;Contactado Efectivo
5187701;Digital Product Management;Product Manager: ¿Cómo consigue el éxito del producto? - Nuclio digital School: Evento éxito del product manager;campaña digital product marzo 2019 - copia;Facebook;Paid Social;indonesia;Contactado Efectivo
5184451;Full Stack Development;Facebook Lead Ads: Testing Full Stack Development-final;st-testing-fullstack-intereses;Facebook;Paid Social;spain;Contactado Efectivo
5183651;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;
5182501;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;Contactado Efectivo
5180301;Digital Traffic Management;Meetings Link: albert-cobacho;;nuclio.school/estrategia-y-conversion-en-marketing;Direct Traffic;spain;Contactado Efectivo
5179351;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;spain;Contactado Efectivo
5177501; ------ MÁSTERS ------;Cómo crear una startup como Privalia - Lucas Carné - Nuclio digital School: 27/04/2020 Digital Weeks - Lucas Carné;latam - market test;Facebook;Paid Social;argentina;Contactado Efectivo
5158601; ------ MÁSTERS ------;Digital Business School - Barcelona - Escuela de negocios digitales en Barcelona | Nuclio Digital School: LATAM Students - Form;latam - market test;Facebook;Paid Social;colombia;
5157501; ------ MÁSTERS ------;Digital Business School - Barcelona - Escuela de negocios digitales en Barcelona | Nuclio Digital School: LATAM Students - Form;latam - market test;Facebook;Paid Social;mexico;
5138251; ------ MÁSTERS ------;Digital Business School - Barcelona - Escuela de negocios digitales en Barcelona | Nuclio Digital School: LATAM Students - Form;latam - market test;Facebook;Paid Social;chile;Contactado Efectivo
5134801;Dirección de Ventas B2B;EVENTO ONLINE | Crea un motor de recomendación usando Machine Learning - Nuclio digital School: 9/06/2020 Evento Online CaixaBank;;LinkedIn;Social Media;argentina;Contactado Efectivo
5133802;;La necesidad de la Cyberseguridad en la Transformación Digital | Nuclio Digital School: Evento Cyberseguridad 11/06/2019 ;EMAIL_INTEGRATION;SALES;Offline Sources;spain;
5133801;;;EMAIL_INTEGRATION;SALES;Offline Sources;spain;
5133051;;Cómo captar los clientes que tu marca necesita | Nuclio Digital School: Evento Findthatlead 31/07/2019  ;GOOGLE;Unknown keywords (SSL);Organic Search;spain;
4750301;Dirección de Ventas B2B;Máster en Dirección de Ventas B2B | Nuclio Digital School: Sales Operation - Form Landing;;nuclio.school/eventos;Direct Traffic;spain;Contactado Efectivo
5125751;Dirección de Ventas B2B;Máster en Dirección de Ventas B2B, para tecnológicas y SaaS. | Nuclio Digital School: Sales Operation - Form Landing;;nuclio.school/sales-operations-y-direccion-de-ventas-de-empresas-b2b-tecnologicas-y-saas;Direct Traffic;spain;Contactado Efectivo
5118601;Digital Traffic Management;Digital Business School - Barcelona - Escuela de negocios digitales en Barcelona | Nuclio Digital School: LATAM Students - Form;latam - market test;Facebook;Paid Social;united states;Contactado Efectivo
5117201; ------ MÁSTERS ------;Full Stack: La profesión con más oportunidades de la nueva era tecnológica | Nuclio Digital School: Evento Fullstack 09/07/2019 ;latam - market test;Facebook;Paid Social;chile;Trámites e-mail
5110401;Full Stack Development;Facebook Lead Ads: Testing Full Stack Development-final;st-testing-fullstack-intereses;Facebook;Paid Social;;Contactado Efectivo
5108851;Digital Product Management;Máster Digital Product Management - Máster Intensivo | Nuclio Digital School: Digital Project Management - WEB;c1d25565-f664-4089-9f0a-1734cc1b3a65;st-product-display-landing;Paid Search;spain;
5108701;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;
5196751;Executive Chief Digital Oficer;Cómo integramos la realidad virtual en las empresas hoy - Nuclio digital School: Evento Realidad Virtual 29/10/2019   ;curso seo;st-traffic-search-long;Paid Search;spain;
5099701;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;;Contactado Efectivo
5096251;Digital Traffic Management;Máster Digital Traffic Management: SEO, SEM/PPC & Analítica web | Nuclio Digital School: Marketing Master - WEB ;c1d25565-f664-4089-9f0a-1734cc1b3a65;Auto-tagged PPC;Paid Search;ireland;Contactado Efectivo
4949401;Data Science;Marketing de Resultados en la era de los algoritmos - Alvaro Gómez - Nuclio digital School: 28/04/2020 Digital Weeks - Alvaro Gómez ;c1d25565-f664-4089-9f0a-1734cc1b3a65;st-augmented-display;Paid Search;spain;Matrícula enviada
5091401;Digital Product Management;Máster Digital Product Management - Máster Intensivo | Nuclio Digital School: Descarga Catalogo Digital Product Manager;product manager;digital product management - search;Paid Search;spain;
5090851;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Contactado Efectivo
5089451;Digital Traffic Management;Máster Digital Traffic Management: SEO, SEM/PPC & Analítica web | Nuclio Digital School: Marketing Master - WEB ;;nuclio.school/master-augmented-analytics-inteligencia-artificial-aplicada-al-negocio;Direct Traffic;colombia;
5086501;;Meetings Link: albert-cobacho;;meetings.hubspot.com/albert-cobacho;Direct Traffic;italy;
5083551;Digital Product Management;Máster Digital Product Management - Máster Intensivo | Nuclio Digital School: Descarga Catalogo Digital Product Manager;;Facebook;Social Media;ireland;
5082901;Digital Traffic Management;EVENTO | Social Ads para Campañas de Navidad - Nuclio digital School: Evento social ads en navidad;campaña traffic management marzo 2019;Facebook;Paid Social;spain;Matriculado
5077501;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;
5073851;Data Science;Facebook Lead Ads: Data Science Form - Noviembre;st-testing-augmented-intereses;Facebook;Paid Social;ireland;
5069651;Digital Product Management;Digital Product Management Máster - Gestión de productos digitales | Nuclio Digital School: Digital Project Management - landing;GOOGLE;Unknown keywords (SSL);Organic Search;colombia;Trámites e-mail
5068451; ------ MÁSTERS ------;Todos contra Amazon - Andrés Nuñez - Nuclio digital School: 17/04/2020 Digital Weeks - Andrés Nuñez ;latam - market test;Facebook;Paid Social;united states;
5067851;Digital Traffic Management;IT & Digital: Tendencias del mercado y cómo potenciar tu perfil | Nuclio Digital School: Evento Tendencias del mercado 16/07/2019;campaña traffic management marzo 2019;Facebook;Paid Social;spain;Entrevistado
5065652;Iniciación Product Management - Curso;Descarga catalogo traffic management | Nuclio Digital School: Descarga Catalogo Digital Traffic manager;latam - market test;Facebook;Paid Social;united states;
5063651;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;
5046551;Digital Traffic Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Contactado Efectivo
5043751; ------ MÁSTERS ------;Digital Business School - Barcelona - Escuela de negocios digitales en Barcelona | Nuclio Digital School: LATAM Students - Form;latam - market test;Facebook;Paid Social;panama;Concertado
5040551;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;
5035901;Data Science;Facebook Lead Ads: Leads Augmented Analytics;st-testing-augmented-intereses;Facebook;Paid Social;;Contactado Efectivo
5031701;Digital Traffic Management;Meetings Link: joel-orteu;;nuclio.school/;Direct Traffic;spain;
5033251;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;GOOGLE;Unknown keywords (SSL);Organic Search;spain;
5032401;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;
5024951;Dirección de Ventas B2B;Meetings Link: albert-cobacho;st-testing-salesb2b-intereses;Facebook;Paid Social;spain;Contactado Efectivo
5021651;Digital Traffic Management;Digital Business School - Barcelona - Escuela de negocios digitales en Barcelona | Nuclio Digital School: LATAM Students - Form;latam - market test;Facebook;Paid Social;panama;Entrevistado
5019701;Data Science;Augmented Analytics Inteligencia Artificial aplicada al Negocio | Nuclio Digital School: Augmented Analytics - Form Landing;GOOGLE;Unknown keywords (SSL);Organic Search;spain;Contactado Efectivo
5011951;Data Science;Facebook Lead Ads: Leads Augmented Analytics;jg-testing-newmaster-augmented-fads;Facebook;Paid Social;spain;Contactado Efectivo
5009051;Digital Traffic Management;Máster Digital Traffic Management: SEO, SEM/PPC & Analítica web | Nuclio Digital School: Marketing Master - WEB ;c1d25565-f664-4089-9f0a-1734cc1b3a65;st-traffic-display-landing;Paid Search;venezuela;
4990151;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;
4990101;Dirección de Ventas B2B;Facebook Lead Ads: Testing B2B Sales-final-copy-copy;st-testing-salesb2b-intereses;Facebook;Paid Social;spain;Contactado Efectivo
4990051;;Crisis? What Crisis? - Carlos Blanco - Nuclio digital School: 31/03/2020 Digital Weeks - Carlos Blanco;;LinkedIn;Social Media;spain;
4986851;Dirección de Ventas B2B;Facebook Lead Ads: Leads B2B Noviembre;;LinkedIn;Social Media;spain;
4985601;Dirección de Ventas B2B;Cómo captar los clientes que tu marca necesita | Nuclio Digital School: Evento Findthatlead 31/07/2019  ;;Twitter;Social Media;spain;
4984501;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Contactado Efectivo
4984101;Full Stack Development;Facebook Lead Ads: Full Stack Form Abril;st-testing-fullstack-intereses;Facebook;Paid Social;spain;Contactado Efectivo
4980501;;Mongodb and Mysql. Marriage or divorce? - Nuclio digital School: Evento Realidad Virtual 29/10/2019   ;;LinkedIn;Social Media;spain;
4978651;Data Science;Facebook Lead Ads: Leads Augmented Analytics;jg-testing-newmaster-augmented-fads;Facebook;Paid Social;;Contactado Efectivo
4973151;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;spain;Contactado Efectivo
4972301;Dirección de Ventas B2B;Registro de Matrícula programas Nuclio School | Nuclio Digital School: Formulario Matriculación Máster;;LinkedIn;Social Media;spain;Matriculado
4970701; ------ CURSOS ------;Solicita información | Nuclio Digital School: Solicitar información Digital School;c1d25565-f664-4089-9f0a-1734cc1b3a65;st-fullstack-display;Paid Search;spain;Contactado Efectivo
4966201;Digital Product Management;Facebook Lead Ads: v3 - Leads Digital Product Management - Enero 2019-copy-copy;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;Concertado
4965401; ------ MÁSTERS ------;Digital Business School - Barcelona - Escuela de negocios digitales en Barcelona | Nuclio Digital School: LATAM Students - Form;latam - market test;Facebook;Paid Social;chile;
4963051; ------ MÁSTERS ------;Digital Business School - Barcelona - Escuela de negocios digitales en Barcelona | Nuclio Digital School: LATAM Students - Form;latam - market test;Facebook;Paid Social;panama;Trámites e-mail
4959251;;Nuevas Estrategias de B2B y Outbound Sales | Nuclio Digital School: Evento Saas B2B 03/06/2019;;LinkedIn;Social Media;spain;
4956601;Digital Product Management;Facebook Lead Ads: Testing Full Stack Development-final;campaña digital product marzo 2019 - copia;Facebook;Paid Social;;Contactado Efectivo
4945751;Data Science;EVENTO | El dato como activo de negocio - Nuclio digital School: Evento el dato como activo de negocio;big data;augmentes analytics - search;Paid Search;spain;Entrevistado
4945551;Data Science;Augmented Analytics Inteligencia Artificial aplicada al Negocio | Nuclio Digital School: Augmented Analytics - Form Landing;master en big data barcelona;augmentes analytics - search;Paid Search;spain;Contactado Efectivo
4940751;Data Science;Augmented Analytics Inteligencia Artificial aplicada al Negocio | Nuclio Digital School: Augmented Analytics - Form Landing;big data;augmentes analytics - search;Paid Search;spain;Contactado Efectivo
